Filing Date,Docket Number,Regional Entity,Registered Entity,NCR ID (NERC Compliance Registry Identifier),Total Penalty ($) (The total penalty amount represents an aggregate amount for the filing; it does not represent an amount per violation.),NERC Violation ID,Reliability Standard,Req.,"Violation Risk Factor (Lower, Medium, High)","Risk Assessment (Minimal, Moderate, Serious)",Mitigation Completion Date,Notice of No Further Review Issued
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800918,CIP-009-1,R1,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800717,EOP-005-1,R4,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200810350,TPL-001-0,R1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200810351,TPL-002-0,R1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200810352,TPL-002-0,R2,Medium,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200810426,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800915,CIP-004-1,R4,Lower,,,X
2/23/2011,NP11-128-000,WECC,Unidentified Registered Entity,NCRXXXXX,450000,WECC200800706,VAR-001-1,R3,Lower,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900119,PRC-017-0,R1,Lower,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900126,EOP-008-0,R1,Medium,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900125,FAC-001-0,R1,Medium,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900124,FAC-003-1,R1,High,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900122,PRC-005-1,R1,High,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900121,PRC-005-1,R2,High,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900118,CIP-007-1,R1,Medium,,,X
2/23/2011,NP11-111-000,MRO,Unidentified Registered Entity,NCRXXXXX,120000,MRO200900120,PRC-008-0,R2,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900198,CIP-004-1,R4.1,Lower,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC201000236,CIP-003-1,R4,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900137,CIP-007-1,R1,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900125,CIP-004-1,R4.2,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900135,CIP-004-1,R2,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900197,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900154,TPL-003-0,R1,High,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900138,CIP-008-1,R1,Lower,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900153,TPL-002-0,R1,High,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900152,FAC-014-1,R4,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900149,PRC-005-1,R1,High,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900148,EOP-001-0,R6,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900136,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900151,FAC-014-1,R2,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200900150,FAC-009-1,R1,Medium,,,X
2/23/2011,NP11-124-000,RF,Unidentified Registered Entity,NCRXXXXX,100000,RFC200800079,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,RFC200800072,FAC-009-1,R1,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,RFC200800073,VAR-002-1,R1,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,RFC200800111,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,SPP200800066,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,SPP200800065,CIP-004-1,R2,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,RFC200800074,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,RFC200800110,CIP-004-1,R2.1,Medium,,,X
2/23/2011,NP11-125-000,"SPP RE, RF",Unidentified Registered Entity,"NCRXXXXX, NCRXXXXX",77000,SPP200800061,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800104,FAC-008-1,R1,Lower,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800105,PRC-005-1,R1,High,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800087,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800092,PER-002-0,R4,High,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800093,CIP-004-1,R3,Medium,,,X
2/23/2011,NP11-116-000,FRCC,Unidentified Registered Entity,NCRXXXXX,75000,FRCC200800103,EOP-005-1,R4,Medium,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900172,FAC-003-1,R2,High,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900171,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900141,PRC-005-1,R2.2,High,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200800085,CIP-004-1,R4.1,Lower,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200800086,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200800116,FAC-008-1,R1.2.1,Medium,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200800117,FAC-001-0,R2,Medium,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900138,CIP-004-1,R4.1,Lower,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900137,PRC-005-1,R2.2,High,,,X
2/23/2011,NP11-127-000,FRCC,Unidentified Registered Entity,NCRXXXXX,55000,FRCC200900136,PRC-005-1,R1.2,High,,,X
2/23/2011,NP11-113-000,MRO,Montana-Dakota Utilities Company,NCR01015,45000,MRO201000181,FAC-003-1,R2,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC201000392,BAL-005-0,R11,Medium,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900164,PRC-004-1,R2,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900165,PRC-004-1,R1,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900166,PRC-005-1,R2,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900174,PRC-005-1,R2,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900167,PRC-005-1,R1,High,,,X
2/23/2011,NP11-105-000,FRCC,Gainesville Regional Utilities,NCR00032,45000,FRCC200900309,PRC-008-0,R2,Medium,,,X
2/23/2011,NP11-126-000,SPP RE,"Dogwood Energy, LLC",NCR01089,30000,SPP200800059,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-112-000,RF,Consumers Energy Company,NCR00740,25000,RFC200900187,EOP-004-1,R3,Lower,,,X
2/23/2011,NP11-112-000,RF,Consumers Energy Company,NCR00740,25000,RFC200900186,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-108-000,WECC,Avista Corporation,NCR05020,18000,WECC200901813,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-108-000,WECC,Avista Corporation,NCR05020,18000,WECC200901812,PRC-STD-005-1,R1,N/A,,,X
2/23/2011,NP11-107-000,WECC,"Burney Forest Products, A Joint Venture",NCR05039,17500,WECC200901756,PRC-005-1,R1,High,,,X
2/23/2011,NP11-107-000,WECC,"Burney Forest Products, A Joint Venture",NCR05039,17500,WECC200901757,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-114-000,Texas RE,Texas Municipal Power Agency,NCR04141,16000,TRE201000090,PRC-005-1,R1,Medium,,,X
2/23/2011,NP11-110-000,RF,"Allegheny Power [DP, LSE, TO]",NCR02602,15000,RFC200900156,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-110-000,RF,"Allegheny Power [DP, LSE, TO]",NCR02602,15000,RFC201000237,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-106-000,RF,Unidentified Registered Entity,NCRXXXXX,15000,RFC201000243,CIP-007-1,R1.1,Medium,,,X
2/23/2011,NP11-106-000,RF,Unidentified Registered Entity,NCRXXXXX,15000,RFC201000242,CIP-004-1,R4.1,Lower,,,X
2/23/2011,NP11-106-000,RF,Unidentified Registered Entity,NCRXXXXX,15000,RFC200900166,CIP-007-1,R4,Medium,,,X
2/23/2011,NP11-115-000,Texas RE,BASF Corp,NCR04011,11000,TRE201000089,CIP-001-1,R2,Medium,,,X
2/23/2011,NP11-122-000,SERC,"PPG Industries, Inc.",NCR09034,10000,SERC200900294,PRC-001-1,R1,High,,,X
2/23/2011,NP11-122-000,SERC,"PPG Industries, Inc.",NCR09034,10000,SERC200900260,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-122-000,SERC,"PPG Industries, Inc.",NCR09034,10000,SERC200900295,PRC-005-1,R1,High,,,X
2/23/2011,NP11-123-000,SERC,"Covanta, Fairfax, Inc.",NCR01211,3000,SERC200900308,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-123-000,SERC,"Covanta, Fairfax, Inc.",NCR01211,3000,SERC200900307,PRC-005-1,R1,High,,,X
2/23/2011,NP11-121-000,WECC,Coso Power Developers,NCR05122,3000,WECC200901806,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-121-000,WECC,Coso Power Developers,NCR05122,3000,WECC200901805,PRC-005-1,R1,High,,,X
2/23/2011,NP11-120-000,WECC,Coso Energy Developers,NCR05119,3000,WECC200901802,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-120-000,WECC,Coso Energy Developers,NCR05119,3000,WECC200901801,PRC-005-1,R1,High,,,X
2/23/2011,NP11-119-000,WECC,Coso Finance Partners,NCR05120,3000,WECC200901803,PRC-005-1,R1,High,,,X
2/23/2011,NP11-119-000,WECC,Coso Finance Partners,NCR05120,3000,WECC200901804,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-118-000,WECC,"Terra-Gen Dixie Valley, LLC",NCR05043,3000,WECC200901799,PRC-005-1,R1,High,,,X
2/23/2011,NP11-118-000,WECC,"Terra-Gen Dixie Valley, LLC",NCR05043,3000,WECC200901800,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-117-000,WECC,"Nevada Sun-Peak, LP",NCR05262,3000,WECC200901808,PRC-005-1,R2.1,High,,,X
2/23/2011,NP11-117-000,WECC,"Nevada Sun-Peak, LP",NCR05262,3000,WECC200901807,PRC-005-1,R1,High,,,X
2/23/2011,NP11-109-000,MRO,Cedar Falls Utilities,NCR00969,3000,MRO200900129,PRC-008-0,R2,Medium,,,X
2/23/2011,NP11-109-000,MRO,Cedar Falls Utilities,NCR00969,3000,MRO200900133,FAC-001-0,R2,Medium,,,X
2/23/2011,NP11-109-000,MRO,Cedar Falls Utilities,NCR00969,3000,MRO200900130,PRC-008-0,R1,Medium,,,X
2/23/2011,NP11-109-000,MRO,Cedar Falls Utilities,NCR00969,3000,MRO200900131,PRC-005-1,R2,High,,,X
2/23/2011,NP11-109-000,MRO,Cedar Falls Utilities,NCR00969,3000,MRO200900132,PRC-005-1,R1,High,,,X
1/31/2011,NP11-95-000,Texas RE,City of Austin dba Austin Energy,NCR04030,50000,TRE200800047,IRO-001-1,R8,High,,,X
1/31/2011,NP11-94-000,Texas RE,"Stanton Wind Energy, LLC",NCR10224,35000,TRE200800048,COM-002-2,R1,High,,,X
1/31/2011,NP11-83-000,NPCC,"Granite Ridge Energy, LLC",NCR07101,30000,NPCC200900110,PRC-005-1,R2,High,,,X
1/31/2011,NP11-100-000,SERC,South Carolina Public Service Authority,NCR01312,30000,SERC200900352,PRC-005-1,R1,High,,,X
1/31/2011,NP11-100-000,SERC,South Carolina Public Service Authority,NCR01312,30000,SERC200900351,FAC-008-1,R1,Medium,,,X
1/31/2011,NP11-100-000,SERC,South Carolina Public Service Authority,NCR01312,30000,SERC200900353,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-99-000,SPP RE,"Borger Energy Associates, LP",NCR01062,17000,SPP200900103,PRC-005-1,R2,High,,,X
1/31/2011,NP11-99-000,SPP RE,"Borger Energy Associates, LP",NCR01062,17000,SPP200900101,FAC-009-1,R1,Medium,,,X
1/31/2011,NP11-99-000,SPP RE,"Borger Energy Associates, LP",NCR01062,17000,SPP200900102,PRC-005-1,R1,High,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900090,FAC-001-0,R1,Medium,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900091,FAC-001-0,R2,Medium,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900092,FAC-008-1,R1,Medium,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900096,PRC-005-1,R2,High,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900093,FAC-009-1,R1,Medium,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900095,PRC-005-1,R1,High,,,X
1/31/2011,NP11-93-000,SPP RE,"Lea County Electric Cooperative, Inc.",NCR06047,15000,SPP200900094,FAC-009-1,R2,Medium,,,X
1/31/2011,NP11-89-000,WECC,Arizona Public Service Company,NCR05016,15000,WECC201001816,COM-002-2,R2,Medium,,,X
1/31/2011,NP11-88-000,WECC,"Mirant Potrero, LLC",NCR05240,12500,WECC200901788,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-101-000,SERC,Southern Illinois Power Cooperative,NCR01321,12000,SERC200900251,PRC-005-1,R1,High,,,X
1/31/2011,NP11-101-000,SERC,Southern Illinois Power Cooperative,NCR01321,12000,SERC200900252,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-101-000,SERC,Southern Illinois Power Cooperative,NCR01321,12000,SERC200900250,FAC-008-1,R1,Medium,,,X
1/31/2011,NP11-82-000,NPCC,"Castleton Power, LLC",NCR10382,10000,NPCC201000162,PRC-005-1,R2,High,,,X
1/31/2011,NP11-82-000,NPCC,"Castleton Power, LLC",NCR10382,10000,NPCC200900087,PRC-005-1,R1,High,,,X
1/31/2011,NP11-82-000,NPCC,"Castleton Power, LLC",NCR10382,10000,NPCC200900086,PRC-001-1,R1,High,,,X
1/31/2011,NP11-103-000,SERC,Sam Rayburn G&T Electric Cooperative Inc.,NCR01307,10000,SERC200900268,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-103-000,SERC,Sam Rayburn G&T Electric Cooperative Inc.,NCR01307,10000,SERC200900267,PRC-005-1,R1,High,,,X
1/31/2011,NP11-102-000,WECC,Unidentified Registered Entity,NCRXXXXX,6500,WECC200901728,CIP-007-1,R4,Medium,,,X
1/31/2011,NP11-87-000,WECC,Sierra Pacific Power Company,NCR05390,6000,WECC201001883,MOD-010-0,R2,Medium,,,X
1/31/2011,NP11-98-000,WECC,Unidentified Registered Entity,NCRXXXXX,5000,WECC200901619,CIP-006-1,R1,Medium,,,X
1/31/2011,NP11-98-000,WECC,Unidentified Registered Entity,NCRXXXXX,5000,WECC200901620,CIP-003-1,R6,Lower,,,X
1/31/2011,NP11-96-000,FRCC,"Lake Worth, City of",NCR00043,5000,FRCC200900251,FAC-008-1,R1,Medium,,,X
1/31/2011,NP11-96-000,FRCC,"Lake Worth, City of",NCR00043,5000,FRCC200900252,FAC-009-1,R1,Medium,,,X
1/31/2011,NP11-104-000,SERC,French Broad Electric Membership Corporation,NCR01244,5000,SERC201000496,CIP-001-1,R1,Medium,,,X
1/31/2011,NP11-104-000,SERC,French Broad Electric Membership Corporation,NCR01244,5000,SERC201000580,CIP-001-1,R2,Medium,,,X
1/31/2011,NP11-104-000,SERC,French Broad Electric Membership Corporation,NCR01244,5000,SERC201000581,CIP-001-1,R3,Medium,,,X
1/31/2011,NP11-104-000,SERC,French Broad Electric Membership Corporation,NCR01244,5000,SERC201000582,CIP-001-1,R4,Medium,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000131,CIP-004-1,R2.3,Lower,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000132,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000135,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000133  ,FAC-009-1,R1,Medium,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000136,FAC-009-1,R1,Medium,,,X
1/31/2011,NP11-104-000,NPCC,Unidentified Registered Entity,NCRXXXXX,5000,NPCC201000153,CIP-004-1,R3,Lower,,,X
1/31/2011,NP11-104-000,Texas RE,"Champion Wind Farm, LLC",NCR10173,4500,TRE200900074,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,Texas RE,"Forest Creek Wind Farm, LLC",NCR04003,4500,TRE200900075,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,Texas RE,"EC&R Panther Creek Wind Farm I & II, LLC",NCR10249,4500,TRE200900076,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,Texas RE,"Roscoe Wind Farm, LLC",NCR10174,4500,TRE200900077,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,Texas RE,"Sand Bluff Wind Farm, LLC",NCR04004,4500,TRE200900078,FAC-008-1,R1,Lower,,,X
1/31/2011,NP11-104-000,SERC,East Mississippi Electric Power Association,NCR01226,4000,SERC201000520 ,CIP-001-1,R1,Medium,,,X
1/31/2011,NP11-104-000,SERC,East Mississippi Electric Power Association,NCR01226,4000,SERC201000521,CIP-001-1,R2,Medium,,,X
1/31/2011,NP11-104-000,SERC,East Mississippi Electric Power Association,NCR01226,4000,SERC201000522,CIP-001-1,R3,Medium,,,X
1/31/2011,NP11-85-000,Texas RE,Scurry County Wind LP,NCR10027,3000,TRE200900071,CIP-001-1,R4,Medium,,,X
1/31/2011,NP11-104-000,Texas RE,"Tex-La Electric Cooperative of Texas, Inc.",NCR03142,3000,TRE200900084,PRC-008-0,R1,Medium ,,,X
1/31/2011,NP11-84-000,Texas RE,"Sharyland Utilities, LP / Cap Rock Energy Corporation (original ",NCR04119/ NCR10340,2500,TRE201000088,PRC-008-0,R1,Medium,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,1800,SPP200900184,CIP-003-1,"R1 (R1.1, R1.2)",Medium,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,700,SPP200900189,CIP-006-1,R4,Lower,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,700,SPP200900194,CIP-009-1 ,R2,Lower,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,600,SPP200900160,CIP-004-1,R3,Medium,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,500,SPP200900192,CIP-008-1,"R1 (R1.2, R1.6)",Lower,,,X
1/31/2011,NP11-97-000,SERC,E.ON U.S. Services Inc. for LG&E & KU ,NCR01223,0,SERC200900423,VAR-002-1.1a,R2,Medium,,,X
1/31/2011,NP11-92-000,WECC,Mason County PUD No. 3,NCR05233,0,WECC201001871,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-92-000,WECC,Mason County PUD No. 3,NCR05233,0,WECC201001870,PRC-005-1,R1,High,,,X
1/31/2011,NP11-91-000,WECC,Emerald People’s Utility District,NCR05146,0,WECC201001946,PRC-005-1,R2.1,High,,,X
1/31/2011,NP11-91-000,WECC,Emerald People’s Utility District,NCR05146,0,WECC201001945,PRC-005-1,R1,High,,,X
1/31/2011,NP11-90-000,WECC,"Gila River Power, LP - BA",NCR05169,0,WECC200700431,IRO-STD-006-0,R1,N/A,,,X
1/31/2011,NP11-90-000,WECC,"Gila River Power, LP - BA",NCR05169,0,WECC200700438,PER-002-0,R3,Medium,,,X
1/31/2011,NP11-86-000,WECC,Western Area Power Administration - Sierra Nevada ,NCR05465,0,WECC200810428,PER-002-0,R3,High,,,X
1/31/2011,NP11-104-000,MRO,Minnkota Power Cooperative,NCR01013,0,MRO201000226,MOD-006-0.1,R1,Lower,,,X
1/31/2011,NP11-104-000,MRO,Minnkota Power Cooperative,NCR01013,0,MRO201000227,MOD-006-0.1,R2,Lower,,,X
1/31/2011,NP11-104-000,MRO,Wisconsin Public Service Corporation ,NCR00952,0,MRO201000224,VAR-002-1.1a,R3,Medium,,,X
1/31/2011,NP11-104-000,MRO,Muscatine Power and Water,NCR00967,0,MRO201000195,PRC-008-0,R2,Medium,,,X
1/31/2011,NP11-104-000,MRO,Montana Dakota Utilities,NCR01015,0,MRO201000203,FAC-008-0,R1,Lower,,,X
1/31/2011,NP11-104-000,NPCC,"Mt. Tom Generating Co., LLC",NCR10050,0,NPCC201000166,CIP-001-1,R4,Medium,,,X
1/31/2011,NP11-104-000,RF,"Buckeye Power, Inc.",NCR00700,0,RFC201000612,CIP-001-1,R4,Medium,,,X
1/31/2011,NP11-104-000,Texas RE,LCRA Transmission Services Corporation ,NCR04091,0,TRE201000108,PRC-008-0,R2,Medium ,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO200900106,CIP-004-1,R2,Medium,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO200900107,CIP-004-1,R3,Lower,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO200900108,CIP-004-1,R4,Lower,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000219,CIP-003-1,R1,Lower,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000220,CIP-004-1,R2,Medium,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000221,CIP-004-1,R4,Lower,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,0,SPP201000355,CIP-009-1 ,R5,Lower,,,X
1/31/2011,NP11-104-000,SPP RE,Unidentified Registered Entity,NCRXXXXX,0,SPP200900182,CIP-004-1,R4.1; R4.2,Medium,,,X
1/31/2011,NP11-104-000,MRO,Unidentified Registered Entity,NCRXXXXX,0,MRO201000223,CIP-007-2,R6,Lower,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200900170,CIP-004-1,4,Lower,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200800094,CIP-001-1,2,Medium,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200800096,FAC-008-1,1,Lower,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200900173,VAR-002-1,3,Medium,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200900180,FAC-009-1,1,Medium,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200800224,CIP-001-1,1,Medium,,,X
12/22/2010,NP11-79-000,FRCC,Unidentified Registered Entity,NCRXXXXX,100000,FRCC200900140,VAR-002-1,3.1,Medium,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200801003,PRC-STD-005-1,1,N/A,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200710217,PRC-005-1,2,High,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200800855,PRC-005-1,1,High,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200901652,TOP-STD-007-0,1,N/A,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200801145,PRC-017-0,1,High,,,X
12/22/2010,NP11-63-000,WECC,Unidentified Registered Entity,NCRXXXXX,80000,WECC200801212,CIP-008-1,1,Lower,,,X
12/22/2010,NP11-70-000,WECC,Unidentified Registered Entity,NCRXXXXX,55000,WECC200801404,PRC-005-1,2.1,High,,,X
12/22/2010,NP11-70-000,WECC,Unidentified Registered Entity,NCRXXXXX,55000,WECC200801403,PRC-005-1,2.1,High,,,X
12/22/2010,NP11-70-000,WECC,Unidentified Registered Entity,NCRXXXXX,55000,WECC200801147,CIP-004-1,4,Medium,,,X
